Year,Agency,Category,Detail,Vendor,Federal
2011,PUBLIC SAFETY,SUPPLIES,OFFICE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,242
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,102.95
2011,OFFICE OF STATE TREASURER,SUPPLIES,OFFICE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,69.25
2011,HEALTH AND SENIOR SERVICES,OFFICE EQUIPMENT,OFFICE EQUIP &FURNITURE,TYLERS LOCK & KEY SERVICE INC,339.5
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,TYLERS LOCK & KEY SERVICE INC,2826.6
2011,AGRICULTURE,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,TYLERS LOCK & KEY SERVICE INC,37.75
2011,REVENUE,REPAIR & MAINTENANCE SERVICES,OFFICE FURNITURE & EQUIP REPAIR & MAINT,TYLERS LOCK & KEY SERVICE INC,18.5
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,OFFICE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,3.5
2011,REVENUE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TYLERS LOCK & KEY SERVICE INC,228.5
2011,AGRICULTURE,SUPPLIES,VEHICLE REPAIR SUPPLIES,TYLERS LOCK & KEY SERVICE INC,37.75
2011,PUBLIC SAFETY,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,TYLERS LOCK & KEY SERVICE INC,50
2011,AGRICULTURE,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,533.42
2011,SOCIAL SERVICES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,TYLERS LOCK & KEY SERVICE INC,136.75
2011,ECONOMIC DEVELOPMENT,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,TYLERS LOCK & KEY SERVICE INC,31
2011,SOCIAL SERVICES,PROPERTY & IMPROVEMENTS,"MINOR REPAIR, MAINT & IMPROVEMENT SERV",TYLERS LOCK & KEY SERVICE INC,100
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,1312.75
2011,OFFICE OF SECRETARY OF STATE,SUPPLIES,OTHER ADMINISTRATIVE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,3.5
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,39.95
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TYLERS LOCK & KEY SERVICE INC,77.5
2011,ELEMENTARY AND SECONDARY EDUCATION,REPAIR & MAINTENANCE SERVICES,OFFICE FURNITURE & EQUIP REPAIR & MAINT,TYLERS LOCK & KEY SERVICE INC,806.75
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,TYLERS LOCK & KEY SERVICE INC,10
2011,ECONOMIC DEVELOPMENT,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,83.95
2011,PUBLIC SAFETY,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,TYLERS LOCK & KEY SERVICE INC,60
2011,CONSERVATION,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,102
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,REBILLABLE VEHICLE REPAIR & MAINTENANCE,TYLERS LOCK & KEY SERVICE INC,275.25
2011,CORRECTIONS,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,3.5
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,TYLERS LOCK & KEY SERVICE INC,13.5
2011,CORRECTIONS,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TYLERS LOCK & KEY SERVICE INC,15
2011,PUBLIC SAFETY,SUPPLIES,BUILDING REPAIR SUPPLIES,TYLERS LOCK & KEY SERVICE INC,545.75
2011,CORRECTIONS,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,TYLERS LOCK & KEY SERVICE INC,150
2011,REVENUE,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,TYLERS LOCK & KEY SERVICE INC,89
2011,LEGISLATURE,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,72.2
2011,OFFICE OF SECRETARY OF STATE,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,TYLERS LOCK & KEY SERVICE INC,65
2011,LABOR AND INDUSTRIAL RELATIONS,SUPPLIES,OTHER ADMINISTRATIVE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,179.05
2011,OFFICE OF ATTORNEY GENERAL,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,40
2011,JUDICIARY,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,343.55
2011,PUBLIC SAFETY,PROPERTY & IMPROVEMENTS,"MINOR REPAIR, MAINT & IMPROVEMENT SERV",TYLERS LOCK & KEY SERVICE INC,4953
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TYLERS LOCK & KEY SERVICE INC,287
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,4746.35
2011,MENTAL HEALTH,REPAIR & MAINTENANCE SERVICES,OFFICE FURNITURE & EQUIP REPAIR & MAINT,TYLERS LOCK & KEY SERVICE INC,188.25
2011,OFFICE OF SECRETARY OF STATE,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,9
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",SUPPLIES,OFFICE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,33.5
2011,OFFICE OF ADMINISTRATION,SUPPLIES,REBILL INVENT/SUPPLY PURCH,TYLERS LOCK & KEY SERVICE INC,226.5
2011,OFFICE OF ADMINISTRATION,MISCELLANEOUS EXPENSES,OTHER MISCELLANEOUS SERVICES,TYLERS LOCK & KEY SERVICE INC,66
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,513
2011,NATURAL RESOURCES,REPAIR & MAINTENANCE SERVICES,OTHER EQUIPMENT REPAIR & MAINTENANCE,TYLERS LOCK & KEY SERVICE INC,13
2011,JUDICIARY,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,85
2011,HIGHER EDUCATION,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,TYLERS LOCK & KEY SERVICE INC,50
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,OFFICE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,54.75
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TYLERS LOCK & KEY SERVICE INC,283.25
2011,NATURAL RESOURCES,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TYLERS LOCK & KEY SERVICE INC,278.5
2011,JUDICIARY,MISCELLANEOUS EXPENSES,OTHER MISCELLANEOUS SERVICES,TYLERS LOCK & KEY SERVICE INC,60.75
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",SUPPLIES,OTHER SPECIFIC USE SUPPLIES,TYLERS LOCK & KEY SERVICE INC,128.5
2011,CORRECTIONS,SUPPLIES,OTHER RESIDENTIAL SUPPLIES,ULINE SHIPPING SUPPLY,36
2011,TRANSPORTATION,SUPPLIES,OFFICE SUPPLIES,ULINE SHIPPING SUPPLY,217.62
2011,AGRICULTURE,SUPPLIES,OFFICE SUPPLIES,ULINE SHIPPING SUPPLY,802.05
2011,TRANSPORTATION,SUPPLIES,MANUFACTURING SUPPLIES,ULINE SHIPPING SUPPLY,1337.65
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,OTHER ADMINISTRATIVE SUPPLIES,ULINE SHIPPING SUPPLY,518.84
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,ULINE SHIPPING SUPPLY,155.04
2011,CORRECTIONS,SUPPLIES,LAUNDRY & LINEN SUPPLIES,ULINE SHIPPING SUPPLY,220
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ULINE SHIPPING SUPPLY,244.6
2011,AGRICULTURE,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ULINE SHIPPING SUPPLY,620.48
2011,MENTAL HEALTH,SUPPLIES,OTHER LABORATORY & MEDICAL SUPPLIES,ULINE SHIPPING SUPPLY,67
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,OFFICE SUPPLIES,ULINE SHIPPING SUPPLY,1856.36
2011,MENTAL HEALTH,SUPPLIES,MEDICAL & DENTAL SUPPLIES,ULINE SHIPPING SUPPLY,40.97
2011,CORRECTIONS,SUPPLIES,FOOD SERVICE SUPPLIES,ULINE SHIPPING SUPPLY,1431
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,LABORATORY SUPPLIES,ULINE SHIPPING SUPPLY,569.38
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,ULINE SHIPPING SUPPLY,586.33
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,OFFICE SUPPLIES,ULINE SHIPPING SUPPLY,2200.6
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,ULINE SHIPPING SUPPLY,2729.72
2011,MENTAL HEALTH,SUPPLIES,OFFICE SUPPLIES,ULINE SHIPPING SUPPLY,492.67
2011,JUDICIARY,SUPPLIES,OFFICE SUPPLIES,ULINE SHIPPING SUPPLY,180.51
2011,REVENUE,SUPPLIES,OTHER MERCHANDISING SUPPLIES,ULINE SHIPPING SUPPLY,2189.78
2011,CORRECTIONS,SUPPLIES,CUSTODIAL SUPPLIES,ULINE SHIPPING SUPPLY,1018
2011,PUBLIC SAFETY,SUPPLIES,OTHER RESIDENTIAL SUPPLIES,ULINE SHIPPING SUPPLY,335.91
2011,PUBLIC SAFETY,SUPPLIES,LABORATORY SUPPLIES,ULINE SHIPPING SUPPLY,295.83
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,ULINE SHIPPING SUPPLY,52
2011,HIGHER EDUCATION,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UMB BANK,470
2011,OFFICE OF ADMINISTRATION,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,UMB BANK,2000000
2011,NATURAL RESOURCES,PROGRAM DISTRIBUTIONS,LOAN DISBURSE OTHER ENTITIES,UMB BANK,8823055.64
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,UMB BANK,1470.9
2011,OFFICE OF ADMINISTRATION,DEBT SERVICE,INTEREST,UMB BANK,4535000
2011,CORRECTIONS,SUPPLIES,VEHICLE REPAIR SUPPLIES,UMB BANK,55.4
2011,HIGHER EDUCATION,TRAVEL,OUT-OF-STATE COMMERCIAL TRANSIT - OTHER,UMB BANK,206.4
2011,CORRECTIONS,TRAVEL,IN-STATE MEALS,UMB BANK,168.05
2011,OFFICE OF ADMINISTRATION,DEBT SERVICE,BOND PRINCIPAL,UMB BANK,5465000
2011,CORRECTIONS,TRAVEL,OTHER IN-STATE TRAVEL EXPENSES,UMB BANK,4.28
2011,HIGHER EDUCATION,TRAVEL,IN-STATE LODGING,UMB BANK,1737.92
2011,CORRECTIONS,SUPPLIES,MECHANICAL SUPPLIES,UMB BANK,225
2011,HIGHER EDUCATION,OTHER EQUIPMENT,OTHER EQUIPMENT,UMB BANK,533.56
2011,CORRECTIONS,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,UMB BANK,892.98
2011,HIGHER EDUCATION,TRAVEL,OUT-OF-STATE LODGING,UMB BANK,598.74
2011,CORRECTIONS,OTHER EQUIPMENT,OTHER EQUIPMENT,UMB BANK,1654.88
2011,CORRECTIONS,OTHER EQUIPMENT,TOOLS & SHOP EQUIPMENT,UMB BANK,424.26
2011,CORRECTIONS,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",UMB BANK,55.61
2011,CORRECTIONS,SUPPLIES,OFFICE SUPPLIES,UMB BANK,681.57
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UMB BANK,46.9
2011,CORRECTIONS,PROPERTY & IMPROVEMENTS,PROPERTY & IMPROVEMENTS,UMB BANK,569.99
2011,CORRECTIONS,REPAIR & MAINTENANCE SERVICES,TECHNICAL EQUIPMENT REPAIR & MAINTENANCE,UMB BANK,345.17
2011,CORRECTIONS,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,UMB BANK,329.85
2011,CORRECTIONS,SUPPLIES,BUILDING REPAIR SUPPLIES,UMB BANK,480.25
2011,CORRECTIONS,SUPPLIES,EDUCATION SUPPLIES,UMB BANK,50
2011,CORRECTIONS,TRAVEL,IN-STATE LODGING,UMB BANK,321.05
2011,MENTAL HEALTH,PROGRAM DISTRIBUTIONS,MENTAL HEALTH PAYMNTS-1099 YES,UNITED CEREBRAL PALSY,76897.08
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,UNITED CEREBRAL PALSY,55
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNITED CEREBRAL PALSY,11364.15
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNITED CEREBRAL PALSY,10
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER HEALTH SERVICES,UNITED CEREBRAL PALSY,976.56
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNITED CEREBRAL PALSY,900
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNITED CEREBRAL PALSY,12087.47
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNITED CEREBRAL PALSY,25924.32
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,UNITED CEREBRAL PALSY,6392.73
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNITED CEREBRAL PALSY,54753.47
2011,MENTAL HEALTH,PROGRAM DISTRIBUTIONS,MENTAL HEALTH PAYMNTS-1099 YES,UNITED CEREBRAL PALSY,31283.71
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,UNITED CEREBRAL PALSY,651.85
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,210434.03
2011,TRANSPORTATION,PROFESSIONAL SERVICES,COLLECTION SERVICES,UNITED PARCEL SERVICE,211.63
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,UNITED PARCEL SERVICE,9.7
2011,TRANSPORTATION,PROPERTY & IMPROVEMENTS,SPECIALIZED SERVICES,UNITED PARCEL SERVICE,281.57
2011,CORRECTIONS,SUPPLIES,MANUFACTURING SUPPLIES,UNITED PARCEL SERVICE,497.99
2011,TRANSPORTATION,SUPPLIES,POSTAGE,UNITED PARCEL SERVICE,61.45
2011,ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,14221.2
2011,TRANSPORTATION,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,88885.65
2011,CONSERVATION,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,UNITED PARCEL SERVICE,76.58
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,23666.81
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,53531.81
2011,MENTAL HEALTH,SUPPLIES,POSTAGE,UNITED PARCEL SERVICE,194.91
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,43327.34
2011,LEGISLATURE,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,22561.59
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,446.46
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,14372.51
2011,CORRECTIONS,PROFESSIONAL SERVICES,MAILING SERVICES,UNITED PARCEL SERVICE,6.26
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,UNITED PARCEL SERVICE,43.82
2011,AGRICULTURE,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,64515.77
2011,NATURAL RESOURCES,PROFESSIONAL SERVICES,MAILING SERVICES,UNITED PARCEL SERVICE,1234.07
2011,AGRICULTURE,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,UNITED PARCEL SERVICE,68.61
2011,NATURAL RESOURCES,PROFESSIONAL SERVICES,LABORATORY SERVICES,UNITED PARCEL SERVICE,54.87
2011,CONSERVATION,SUPPLIES,OFFICE SUPPLIES,UNITED PARCEL SERVICE,4.85
2011,NATURAL RESOURCES,SUPPLIES,POSTAGE,UNITED PARCEL SERVICE,5.3
2011,CONSERVATION,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,11776.95
2011,NATURAL RESOURCES,MISCELLANEOUS EXPENSES,REBILLABLE LAB EXPENSES,UNITED PARCEL SERVICE,116222.18
2011,CONSERVATION,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,221568.3
2011,JUDICIARY,MISCELLANEOUS EXPENSES,LATE PAYMENT PENALTY CHARGE,UNITED PARCEL SERVICE,4.41
2011,SOCIAL SERVICES,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,UNITED PARCEL SERVICE,77.9
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,1387.97
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,REBILL EXPR & FREIGHT SERV,UNITED PARCEL SERVICE,895.23
2011,JUDICIARY,PROFESSIONAL SERVICES,REBILL EXPR & FREIGHT SERV,UNITED PARCEL SERVICE,10154.14
2011,SOCIAL SERVICES,COMMUNICATION SERVICE & SUPPLIES,TELECOMMUNICATION CHARGES,UNITED PARCEL SERVICE,21.36
2011,MENTAL HEALTH,SUPPLIES,OFFICE SUPPLIES,UNITED PARCEL SERVICE,8.9
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,456.09
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,MAILING SERVICES,UNITED PARCEL SERVICE,51.36
2011,REVENUE,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,1132150.63
2011,LABOR AND INDUSTRIAL RELATIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,38718.86
2011,OFFICE OF ATTORNEY GENERAL,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,UNITED PARCEL SERVICE,73.92
2011,NATURAL RESOURCES,PROFESSIONAL SERVICES,REBILL EXPR & FREIGHT SERV,UNITED PARCEL SERVICE,10098.74
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,REBILL EXPR & FREIGHT SERV,UNITED PARCEL SERVICE,53004.38
2011,NATURAL RESOURCES,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,33700.44
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,MAILING SERVICES,UNITED PARCEL SERVICE,15.68
2011,JUDICIARY,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,36269.7
2011,SOCIAL SERVICES,SUPPLIES,OFFICE SUPPLIES,UNITED PARCEL SERVICE,4.85
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,OTHER HEALTH SERVICES,UNITED PARCEL SERVICE,23.91
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,83973.3
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,REBILL EXPR & FREIGHT SERV,UNITED PARCEL SERVICE,53971.84
2011,OFFICE OF STATE TREASURER,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,267.97
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,210.19
2011,OFFICE OF ATTORNEY GENERAL,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,3055.11
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,2306.47
2011,OFFICE OF STATE AUDITOR,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,420.09
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,PROFESSIONAL SPEAKER & ENTERTAINER SERV,UNITED PARCEL SERVICE,6.42
2011,OFFICE OF GOVERNOR,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,859.76
2011,OFFICE OF SECRETARY OF STATE,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,36740.23
2011,PUBLIC SAFETY,HOUSEKEEP & JANITOR SERVICES,HOUSEKEEP & JANITOR SERVICES,UNITED PARCEL SERVICE,76.2
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,UNITED PARCEL SERVICE,56003.43
2011,SOCIAL SERVICES,SUPPLIES,MOTOR FUEL,UNITED RENTALS NORTH AMERICA,88.2
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,UNITED RENTALS NORTH AMERICA,258
2011,PUBLIC SAFETY,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,UNITED RENTALS NORTH AMERICA,19474.6
2011,TRANSPORTATION,OTHER EQUIPMENT,OTHER EQUIPMENT,UNITED RENTALS NORTH AMERICA,180
2011,PUBLIC SAFETY,EQUIPMENT RENTAL & LEASES,HEAVY EQUIPMENT RENTALS,UNITED RENTALS NORTH AMERICA,24615
2011,TRANSPORTATION,PROPERTY & IMPROVEMENTS,BUILD/FACILITY RENOVATION & REHAB SERV,UNITED RENTALS NORTH AMERICA,160
2011,SOCIAL SERVICES,EQUIPMENT RENTAL & LEASES,HEAVY EQUIPMENT RENTALS,UNITED RENTALS NORTH AMERICA,2099.07
2011,TRANSPORTATION,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,UNITED RENTALS NORTH AMERICA,9535.21
2011,TRANSPORTATION,PROPERTY & IMPROVEMENTS,SPECIALIZED SERVICES,UNITED RENTALS NORTH AMERICA,3943
2011,TRANSPORTATION,EQUIPMENT RENTAL & LEASES,HEAVY EQUIPMENT RENTALS,UNITED RENTALS NORTH AMERICA,13341.67
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,UNITED RENTALS NORTH AMERICA,1195.91
2011,TRANSPORTATION,EQUIPMENT RENTAL & LEASES,VEHICLE RENTALS,UNITED RENTALS NORTH AMERICA,3795.37
2011,TRANSPORTATION,OTHER EQUIPMENT,OTHER SPECIFIC USE EQUIPMENT,UNITED RENTALS NORTH AMERICA,2800
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,UNITED RENTALS NORTH AMERICA,1867.1
2011,MENTAL HEALTH,OTHER EQUIPMENT,OTHER EQUIPMENT,UNITED SEATING AND MOBILITY,450
2011,HEALTH AND SENIOR SERVICES,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,UNITED SEATING AND MOBILITY,7601.95
2011,MENTAL HEALTH,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,UNITED SEATING AND MOBILITY,190.81
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,UNITED SEATING AND MOBILITY,10830.23
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,MEDICAL & DENTAL SUPPLIES,UNITED SEATING AND MOBILITY,28555.31
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,DURABLE MEDICAL EQUIPMENT,UNITED SEATING AND MOBILITY,10251
2011,MENTAL HEALTH,SUPPLIES,MEDICAL & DENTAL SUPPLIES,UNITED SEATING AND MOBILITY,870
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,UNITED SEATING AND MOBILITY,13139.18
2011,MENTAL HEALTH,REPAIR & MAINTENANCE SERVICES,LAB & MEDICAL EQUIP REPAIR & MAINTENANCE,UNITED SEATING AND MOBILITY,192.25
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,HEALTH ASSIST BENEFITS,UNITED SEATING AND MOBILITY,2385
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,MEDICAL & DENTAL EQUIPMENT,UNITED SEATING AND MOBILITY,3514.75
2011,JUDICIARY,SUPPLIES,REBILLABLE POSTAGE,UNITED STATES POSTAL SERVICE,6000
2011,TRANSPORTATION,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,2900
2011,MENTAL HEALTH,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,67100
2011,TRANSPORTATION,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,10000
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,UNITED STATES POSTAL SERVICE,185
2011,TRANSPORTATION,HOUSEKEEP & JANITOR SERVICES,WASTE REMOVAL SERVICES,UNITED STATES POSTAL SERVICE,2000
2011,LEGISLATURE,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,35000
2011,TRANSPORTATION,SUPPLIES,POSTAGE,UNITED STATES POSTAL SERVICE,17500
